Initial time: 16216367181621636718 ; 0 ; 2 ; 14029 ; 139725960140544; -1 ; RECVD
1621636719 ; 100 ; 6 ; 14029 ; 139724697835264; -1 ; RECVD
1621636719 ; 99 ; 2 ; 14029 ; 139724706227968; 1000 ; TSKEX
1621636719 ; 99 ; 2 ; 14029 ; 139724706227968; 1000 ; TSKDN
1621636719 ; 101 ; 7 ; 14029 ; 139724689442560; -1 ; RECVD
1621636719 ; 102 ; 2 ; 14029 ; 139724681049856; -1 ; RECVD
1621636719 ; 103 ; 7 ; 14029 ; 139724672657152; -1 ; RECVD
1621636719 ; 102 ; 2 ; 14029 ; 139724681049856; 1010 ; TSKEX
1621636719 ; 102 ; 2 ; 14029 ; 139724681049856; 1010 ; TSKDN
1621636719 ; 100 ; 6 ; 14029 ; 139724697835264; 1020 ; TSKEX
1621636719 ; 100 ; 6 ; 14029 ; 139724697835264; 1020 ; TSKDN
1621636719 ; 104 ; 5 ; 14029 ; 139724664264448; -1 ; RECVD
1621636719 ; 105 ; 2 ; 14029 ; 139724655871744; -1 ; RECVD
1621636719 ; 101 ; 7 ; 14029 ; 139724689442560; 1030 ; TSKEX
1621636719 ; 101 ; 7 ; 14029 ; 139724689442560; 1030 ; TSKDN
1621636719 ; 106 ; 5 ; 14029 ; 139724647479040; -1 ; RECVD
1621636719 ; 105 ; 2 ; 14029 ; 139724655871744; 1040 ; TSKEX
1621636719 ; 105 ; 2 ; 14029 ; 139724655871744; 1040 ; TSKDN
1621636719 ; 107 ; 5 ; 14029 ; 139724639086336; -1 ; RECVD
1621636719 ; 104 ; 5 ; 14029 ; 139724664264448; 1050 ; TSKEX
1621636719 ; 104 ; 5 ; 14029 ; 139724664264448; 1050 ; TSKDN
1621636719 ; 103 ; 7 ; 14029 ; 139724672657152; 1060 ; TSKEX
1621636719 ; 103 ; 7 ; 14029 ; 139724672657152; 1060 ; TSKDN
1621636719 ; 108 ; 3 ; 14029 ; 139724630693632; -1 ; RECVD
1621636719 ; 106 ; 5 ; 14029 ; 139724647479040; 1070 ; TSKEX
1621636719 ; 106 ; 5 ; 14029 ; 139724647479040; 1070 ; TSKDN
1621636719 ; 109 ; 8 ; 14029 ; 139724622300928; -1 ; RECVD
1621636719 ; 108 ; 3 ; 14029 ; 139724630693632; 1080 ; TSKEX
1621636719 ; 108 ; 3 ; 14029 ; 139724630693632; 1080 ; TSKDN
1621636719 ; 107 ; 5 ; 14029 ; 139724639086336; 1090 ; TSKEX
1621636719 ; 107 ; 5 ; 14029 ; 139724639086336; 1090 ; TSKDN
1621636719 ; 110 ; 9 ; 14029 ; 139724613908224; -1 ; RECVD
1621636719 ; 111 ; 1 ; 14029 ; 139724605515520; -1 ; RECVD
1621636719 ; 111 ; 1 ; 14029 ; 139724605515520; 1100 ; TSKEX
